Location,Day,D,F,G,H,Pp,S,T,V,W,U,$
LIVERPOOL,2024-03-18Z,WSW,11,20,67,7,9,13,VG,3,3,720
LIVERPOOL,2024-03-18Z,SSW,10,20,58,32,13,13,MO,10,1,900
LIVERPOOL,2024-03-18Z,S,11,20,63,5,13,13,GO,7,1,1080
LIVERPOOL,2024-03-18Z,SSE,9,25,76,5,16,12,GO,7,0,1260
LIVERPOOL,2024-03-19Z,S,8,27,77,51,16,11,GO,7,0,0
LIVERPOOL,2024-03-19Z,S,8,25,83,7,13,11,VG,2,0,180
LIVERPOOL,2024-03-19Z,SSW,9,20,85,60,11,11,GO,13,0,360
LIVERPOOL,2024-03-19Z,W,9,18,81,9,11,11,GO,3,1,540
LIVERPOOL,2024-03-19Z,WNW,10,16,67,4,11,12,VG,7,3,720
LIVERPOOL,2024-03-19Z,NW,10,13,71,5,7,12,GO,7,1,900
LIVERPOOL,2024-03-19Z,NNW,11,7,75,5,4,11,GO,7,1,1080
LIVERPOOL,2024-03-19Z,ENE,11,7,78,6,2,11,GO,7,0,1260
LIVERPOOL,2024-03-20Z,ENE,10,7,81,13,2,11,MO,7,0,0
LIVERPOOL,2024-03-20Z,SE,9,9,86,62,4,10,MO,12,0,180
LIVERPOOL,2024-03-20Z,ESE,8,11,93,87,7,9,MO,15,0,360
LIVERPOOL,2024-03-20Z,WNW,8,9,92,56,7,10,MO,12,1,540
LIVERPOOL,2024-03-20Z,NW,7,13,90,51,9,9,MO,12,2,720
LIVERPOOL,2024-03-20Z,NW,7,20,84,10,11,9,GO,7,1,900
LIVERPOOL,2024-03-20Z,NNW,6,16,83,4,9,9,VG,1,1,1080
LIVERPOOL,2024-03-20Z,NW,6,11,86,2,7,8,VG,0,0,1260
LIVERPOOL,2024-03-21Z,W,5,9,88,4,7,7,VG,7,0,0
LIVERPOOL,2024-03-21Z,SW,5,9,88,5,7,7,VG,7,0,180
LIVERPOOL,2024-03-21Z,SSW,4,13,86,5,9,7,VG,7,0,360
LIVERPOOL,2024-03-21Z,S,5,18,79,9,11,8,GO,7,1,540
LIVERPOOL,2024-03-21Z,SSW,7,25,72,12,16,10,VG,7,2,720
LIVERPOOL,2024-03-21Z,SW,8,29,69,11,18,12,VG,8,1,900
LIVERPOOL,2024-03-21Z,SW,8,31,75,10,20,11,VG,8,1,1080
LIVERPOOL,2024-03-21Z,SW,7,34,82,14,20,11,GO,8,0,1260
LIVERPOOL,2024-03-22Z,WSW,7,29,84,44,18,10,GO,12,0,0
LIVERPOOL,2024-03-22Z,W,6,31,78,17,20,9,VG,8,0,180
LIVERPOOL,2024-03-22Z,W,5,31,77,12,20,9,VG,7,0,360
LIVERPOOL,2024-03-22Z,W,5,36,70,10,22,9,VG,7,1,540
LIVERPOOL,2024-03-22Z,W,5,40,61,9,25,9,VG,3,3,720
LIVERPOOL,2024-03-22Z,W,5,38,59,11,25,9,VG,3,1,900
LIVERPOOL,2024-03-22Z,W,4,38,63,10,22,8,VG,1,1,1080
LIVERPOOL,2024-03-22Z,W,2,40,69,11,25,7,VG,7,0,1260
GLASGOW,2024-03-18Z,SSW,9,16,71,5,11,11,VG,3,2,720
GLASGOW,2024-03-18Z,S,8,29,63,5,20,12,VG,7,1,900
GLASGOW,2024-03-18Z,S,7,29,77,81,16,10,MO,15,1,1080
GLASGOW,2024-03-18Z,S,7,34,85,94,16,10,MO,15,0,1260
GLASGOW,2024-03-19Z,S,8,27,89,91,13,10,VG,12,0,0
GLASGOW,2024-03-19Z,SSW,8,34,88,65,16,11,GO,13,0,180
GLASGOW,2024-03-19Z,WSW,6,25,89,43,11,9,GO,7,0,360
GLASGOW,2024-03-19Z,WSW,7,25,84,10,11,10,GO,7,1,540
GLASGOW,2024-03-19Z,W,8,25,64,9,13,11,VG,7,2,720
GLASGOW,2024-03-19Z,WNW,9,18,50,4,11,11,VG,7,1,900
GLASGOW,2024-03-19Z,WNW,8,11,53,4,7,10,VG,7,1,1080
GLASGOW,2024-03-19Z,NNW,8,4,66,5,2,8,VG,7,0,1260
GLASGOW,2024-03-20Z,NNE,7,4,70,12,2,8,GO,7,0,0
GLASGOW,2024-03-20Z,N,6,7,79,49,4,7,GO,8,0,180
GLASGOW,2024-03-20Z,NNW,5,9,87,54,4,6,GO,12,0,360
GLASGOW,2024-03-20Z,N,5,9,87,53,4,6,MO,10,1,540
GLASGOW,2024-03-20Z,NNE,7,11,76,13,4,8,GO,7,2,720
GLASGOW,2024-03-20Z,NNE,8,11,66,11,4,9,GO,8,1,900
GLASGOW,2024-03-20Z,SSE,8,9,70,5,4,9,VG,7,1,1080
GLASGOW,2024-03-20Z,S,4,9,79,5,4,6,VG,7,0,1260
GLASGOW,2024-03-21Z,S,4,13,82,6,7,6,VG,7,0,0
GLASGOW,2024-03-21Z,SSW,3,22,76,7,11,6,VG,7,0,180
GLASGOW,2024-03-21Z,SSW,3,31,76,20,16,7,GO,7,0,360
GLASGOW,2024-03-21Z,SSW,4,38,85,83,18,8,MO,15,1,540
GLASGOW,2024-03-21Z,SW,6,43,86,79,20,9,MO,15,1,720
GLASGOW,2024-03-21Z,SW,8,43,87,75,20,11,MO,15,1,900
GLASGOW,2024-03-21Z,WSW,7,38,84,73,18,11,GO,15,1,1080
GLASGOW,2024-03-21Z,WSW,6,34,82,36,18,9,VG,9,0,1260
GLASGOW,2024-03-22Z,WSW,5,34,77,12,16,8,VG,7,0,0
GLASGOW,2024-03-22Z,WSW,3,36,78,32,18,7,GO,9,0,180
GLASGOW,2024-03-22Z,WSW,2,31,80,36,16,7,VG,9,0,360
GLASGOW,2024-03-22Z,WSW,3,36,74,41,18,7,GO,10,1,540
GLASGOW,2024-03-22Z,WSW,3,40,67,40,20,7,GO,10,2,720
GLASGOW,2024-03-22Z,W,3,40,69,41,20,7,GO,10,1,900
GLASGOW,2024-03-22Z,WSW,1,36,75,39,18,6,GO,10,1,1080
GLASGOW,2024-03-22Z,WSW,1,34,80,34,16,5,GO,9,0,1260
BRISTOL,2024-03-18Z,W,12,13,79,10,7,13,GO,7,3,720
BRISTOL,2024-03-18Z,SSW,13,13,67,2,9,15,GO,3,1,900
BRISTOL,2024-03-18Z,SSW,12,22,71,9,13,14,GO,7,1,1080
BRISTOL,2024-03-18Z,SSW,10,25,84,4,11,12,GO,7,0,1260
BRISTOL,2024-03-19Z,SSW,9,25,82,9,9,11,GO,7,0,0
BRISTOL,2024-03-19Z,SSW,9,27,86,78,13,11,MO,15,0,180
BRISTOL,2024-03-19Z,SSW,9,22,90,15,9,11,GO,7,0,360
BRISTOL,2024-03-19Z,SSW,11,20,85,6,9,13,GO,7,1,540
BRISTOL,2024-03-19Z,SW,12,20,72,9,9,14,GO,7,2,720
BRISTOL,2024-03-19Z,WSW,13,13,69,9,7,14,GO,7,1,900
BRISTOL,2024-03-19Z,SW,13,7,72,7,4,13,GO,7,1,1080
BRISTOL,2024-03-19Z,S,11,7,88,74,4,12,MO,15,0,1260
BRISTOL,2024-03-20Z,S,10,13,92,62,7,11,MO,12,0,0
BRISTOL,2024-03-20Z,S,10,13,90,17,4,11,GO,7,0,180
BRISTOL,2024-03-20Z,S,10,11,91,14,4,11,MO,7,0,360
BRISTOL,2024-03-20Z,SSW,11,11,89,13,7,12,GO,7,1,540
BRISTOL,2024-03-20Z,SW,12,13,82,57,7,13,GO,8,2,720
BRISTOL,2024-03-20Z,WSW,13,13,76,11,7,14,GO,7,1,900
BRISTOL,2024-03-20Z,WNW,12,11,81,5,4,13,GO,3,1,1080
BRISTOL,2024-03-20Z,NNW,9,13,85,5,7,10,VG,2,0,1260
BRISTOL,2024-03-21Z,NNW,7,9,89,4,4,8,GO,7,0,0
BRISTOL,2024-03-21Z,NNW,5,7,92,5,4,7,GO,7,0,180
BRISTOL,2024-03-21Z,SW,5,7,92,6,4,6,GO,7,0,360
BRISTOL,2024-03-21Z,SW,8,16,85,5,7,9,VG,7,1,540
BRISTOL,2024-03-21Z,WSW,9,25,73,6,11,12,VG,7,2,720
BRISTOL,2024-03-21Z,WSW,10,27,68,5,13,12,VG,7,1,900
BRISTOL,2024-03-21Z,WSW,9,25,74,6,13,11,VG,7,1,1080
BRISTOL,2024-03-21Z,WSW,8,27,83,12,13,10,GO,8,0,1260
BRISTOL,2024-03-22Z,WSW,8,25,89,19,13,10,GO,8,0,0
BRISTOL,2024-03-22Z,WSW,8,25,90,47,13,10,GO,12,0,180
BRISTOL,2024-03-22Z,W,8,20,87,46,11,10,GO,12,0,360
BRISTOL,2024-03-22Z,W,8,22,79,14,11,10,VG,7,1,540
BRISTOL,2024-03-22Z,WNW,8,27,62,15,13,11,VG,8,2,720
BRISTOL,2024-03-22Z,WNW,8,29,55,13,16,11,GO,7,1,900
BRISTOL,2024-03-22Z,W,6,25,60,10,13,9,VG,3,1,1080
BRISTOL,2024-03-22Z,W,4,22,68,5,11,7,VG,0,0,1260
CAMBRIDGE,2024-03-18Z,SW,10,18,77,7,11,13,GO,7,2,720
CAMBRIDGE,2024-03-18Z,SSW,13,18,69,8,9,14,VG,7,1,900
CAMBRIDGE,2024-03-18Z,SSW,12,20,76,5,9,13,GO,7,0,1080
CAMBRIDGE,2024-03-18Z,SSW,9,20,87,4,9,11,GO,7,0,1260
CAMBRIDGE,2024-03-19Z,SSW,9,22,86,4,11,11,GO,7,0,0
CAMBRIDGE,2024-03-19Z,SSW,8,25,84,5,11,10,GO,7,0,180
CAMBRIDGE,2024-03-19Z,SSW,8,22,84,6,11,10,GO,7,0,360
CAMBRIDGE,2024-03-19Z,SSW,9,25,81,6,13,12,GO,7,1,540
CAMBRIDGE,2024-03-19Z,SW,12,25,72,4,13,14,GO,7,2,720
CAMBRIDGE,2024-03-19Z,SW,13,22,69,9,11,15,GO,7,1,900
CAMBRIDGE,2024-03-19Z,SSW,12,13,80,5,7,13,GO,7,1,1080
CAMBRIDGE,2024-03-19Z,SSW,11,13,86,4,7,12,GO,7,0,1260
CAMBRIDGE,2024-03-20Z,SSW,9,13,92,15,7,11,GO,7,0,0
CAMBRIDGE,2024-03-20Z,SSW,9,13,94,18,7,11,MO,7,0,180
CAMBRIDGE,2024-03-20Z,S,9,13,94,55,7,11,MO,12,0,360
CAMBRIDGE,2024-03-20Z,SSW,10,13,90,15,7,12,GO,7,1,540
CAMBRIDGE,2024-03-20Z,SSW,12,13,83,10,7,13,GO,7,2,720
CAMBRIDGE,2024-03-20Z,WSW,13,13,75,27,7,14,GO,7,1,900
CAMBRIDGE,2024-03-20Z,W,11,11,86,16,7,12,GO,7,1,1080
CAMBRIDGE,2024-03-20Z,NW,8,13,90,9,7,10,GO,7,0,1260
CAMBRIDGE,2024-03-21Z,NNW,7,11,94,5,7,8,GO,7,0,0
CAMBRIDGE,2024-03-21Z,NW,6,9,94,8,4,7,GO,8,0,180
CAMBRIDGE,2024-03-21Z,WNW,5,9,94,6,4,6,GO,7,0,360
CAMBRIDGE,2024-03-21Z,SW,7,13,86,6,7,9,GO,7,1,540
CAMBRIDGE,2024-03-21Z,SW,9,22,73,7,11,12,VG,8,2,720
CAMBRIDGE,2024-03-21Z,SW,11,27,67,6,13,13,VG,7,1,900
CAMBRIDGE,2024-03-21Z,SW,10,25,68,5,13,12,VG,7,1,1080
CAMBRIDGE,2024-03-21Z,SW,8,27,71,4,13,11,VG,7,0,1260
CAMBRIDGE,2024-03-22Z,SW,7,25,79,6,13,10,VG,7,0,0
CAMBRIDGE,2024-03-22Z,WSW,8,25,86,13,13,10,VG,8,0,180
CAMBRIDGE,2024-03-22Z,WSW,8,22,87,17,11,10,GO,8,0,360
CAMBRIDGE,2024-03-22Z,W,8,22,78,12,11,11,VG,7,1,540
CAMBRIDGE,2024-03-22Z,W,9,27,63,15,13,11,GO,7,2,720
CAMBRIDGE,2024-03-22Z,W,9,27,55,11,13,11,VG,7,1,900
CAMBRIDGE,2024-03-22Z,W,7,20,59,6,11,9,VG,1,1,1080
CAMBRIDGE,2024-03-22Z,W,4,20,67,2,11,7,VG,2,0,1260
CHELMSFORD,2024-03-18Z,SW,12,18,67,11,13,15,GO,7,2,720
CHELMSFORD,2024-03-18Z,SW,11,18,74,8,13,14,GO,7,1,900
CHELMSFORD,2024-03-18Z,SSW,11,18,78,2,11,13,GO,2,0,1080
CHELMSFORD,2024-03-18Z,SSW,9,20,86,4,9,11,GO,7,0,1260
CHELMSFORD,2024-03-19Z,SSW,9,20,86,5,9,11,GO,7,0,0
CHELMSFORD,2024-03-19Z,SSW,8,20,87,4,9,10,GO,7,0,180
CHELMSFORD,2024-03-19Z,SSW,8,20,84,5,9,10,GO,7,0,360
CHELMSFORD,2024-03-19Z,SW,9,25,81,6,13,11,GO,7,1,540
CHELMSFORD,2024-03-19Z,SW,11,22,76,6,13,13,GO,7,2,720
CHELMSFORD,2024-03-19Z,SW,12,22,71,5,11,15,GO,7,1,900
CHELMSFORD,2024-03-19Z,SSW,11,18,81,5,9,13,GO,7,1,1080
CHELMSFORD,2024-03-19Z,SSW,10,16,89,4,7,11,GO,7,0,1260
CHELMSFORD,2024-03-20Z,SSW,9,13,92,10,7,11,GO,8,0,0
CHELMSFORD,2024-03-20Z,S,9,11,94,10,4,10,GO,7,0,180
CHELMSFORD,2024-03-20Z,S,9,11,92,11,4,10,GO,7,0,360
CHELMSFORD,2024-03-20Z,S,11,9,87,8,4,11,GO,7,1,540
CHELMSFORD,2024-03-20Z,SSW,13,11,76,7,4,14,GO,7,2,720
CHELMSFORD,2024-03-20Z,WSW,14,13,67,9,7,15,GO,7,1,900
CHELMSFORD,2024-03-20Z,WSW,13,9,79,24,4,13,GO,7,1,1080
CHELMSFORD,2024-03-20Z,NW,10,11,86,5,7,11,GO,2,0,1260
CHELMSFORD,2024-03-21Z,NW,8,11,91,2,7,9,GO,2,0,0
CHELMSFORD,2024-03-21Z,NNW,6,11,95,9,7,8,GO,8,0,180
CHELMSFORD,2024-03-21Z,NNW,6,9,94,10,4,7,GO,8,0,360
CHELMSFORD,2024-03-21Z,WSW,8,11,88,8,4,9,GO,8,1,540
CHELMSFORD,2024-03-21Z,SW,10,20,74,7,9,12,VG,8,2,720
CHELMSFORD,2024-03-21Z,SW,11,22,65,5,11,14,VG,7,1,900
CHELMSFORD,2024-03-21Z,SW,11,20,67,5,11,13,VG,7,1,1080
CHELMSFORD,2024-03-21Z,SW,9,20,77,4,11,11,VG,7,0,1260
CHELMSFORD,2024-03-22Z,SW,8,22,82,5,11,10,VG,7,0,0
CHELMSFORD,2024-03-22Z,WSW,7,25,84,10,13,10,VG,8,0,180
CHELMSFORD,2024-03-22Z,WSW,7,22,86,15,11,10,GO,8,0,360
CHELMSFORD,2024-03-22Z,W,8,22,82,16,11,11,GO,8,1,540
CHELMSFORD,2024-03-22Z,W,9,25,68,15,13,12,GO,7,2,720
CHELMSFORD,2024-03-22Z,WNW,9,25,59,16,13,11,VG,8,1,900
CHELMSFORD,2024-03-22Z,W,7,20,60,10,11,10,VG,7,1,1080
CHELMSFORD,2024-03-22Z,W,5,20,64,3,11,8,VG,2,0,1260
MANCHESTER,2024-03-18Z,SSW,12,13,73,8,2,13,GO,7,3,720
MANCHESTER,2024-03-18Z,SW,13,18,53,5,7,14,VG,7,1,900
MANCHESTER,2024-03-18Z,S,11,22,62,5,11,13,GO,7,1,1080
MANCHESTER,2024-03-18Z,S,10,25,71,6,11,12,GO,7,0,1260
MANCHESTER,2024-03-19Z,S,9,29,77,50,13,11,GO,7,0,0
MANCHESTER,2024-03-19Z,SSW,8,27,85,54,13,11,GO,7,0,180
MANCHESTER,2024-03-19Z,SSW,8,25,88,52,11,11,GO,12,0,360
MANCHESTER,2024-03-19Z,WSW,10,18,84,8,9,11,GO,3,1,540
MANCHESTER,2024-03-19Z,W,11,18,63,6,9,13,VG,7,3,720
MANCHESTER,2024-03-19Z,WNW,13,13,55,5,7,14,VG,7,1,900
MANCHESTER,2024-03-19Z,NW,12,7,62,5,4,13,VG,7,1,1080
MANCHESTER,2024-03-19Z,ENE,11,7,68,5,2,12,GO,7,0,1260
MANCHESTER,2024-03-20Z,ENE,11,7,75,42,2,11,GO,12,0,0
MANCHESTER,2024-03-20Z,ESE,10,9,85,78,4,10,MO,15,0,180
MANCHESTER,2024-03-20Z,SE,9,9,92,90,4,10,MO,15,0,360
MANCHESTER,2024-03-20Z,SE,9,13,92,65,7,10,MO,12,1,540
MANCHESTER,2024-03-20Z,WNW,9,13,89,86,7,11,MO,15,1,720
MANCHESTER,2024-03-20Z,NW,9,16,82,43,7,11,GO,12,1,900
MANCHESTER,2024-03-20Z,NW,8,13,80,6,7,10,VG,3,1,1080
MANCHESTER,2024-03-20Z,NNW,7,7,88,5,4,8,GO,7,0,1260
MANCHESTER,2024-03-21Z,SSW,5,7,89,8,4,6,GO,7,0,0
MANCHESTER,2024-03-21Z,S,5,7,91,5,4,6,GO,7,0,180
MANCHESTER,2024-03-21Z,SSW,4,11,91,6,4,6,GO,7,0,360
MANCHESTER,2024-03-21Z,SSW,6,16,85,8,7,8,GO,7,1,540
MANCHESTER,2024-03-21Z,SSW,8,25,75,12,11,10,GO,7,2,720
MANCHESTER,2024-03-21Z,SW,10,29,67,12,13,12,VG,8,1,900
MANCHESTER,2024-03-21Z,SW,9,27,75,14,13,12,GO,7,1,1080
MANCHESTER,2024-03-21Z,SW,8,25,83,17,13,11,GO,7,0,1260
MANCHESTER,2024-03-22Z,WSW,8,27,86,49,13,11,GO,12,0,0
MANCHESTER,2024-03-22Z,W,6,27,82,48,13,9,GO,12,0,180
MANCHESTER,2024-03-22Z,W,5,25,77,16,13,8,VG,7,0,360
MANCHESTER,2024-03-22Z,W,5,31,71,31,16,9,GO,10,1,540
MANCHESTER,2024-03-22Z,W,6,36,60,31,18,9,VG,10,2,720
MANCHESTER,2024-03-22Z,W,6,36,57,32,18,9,VG,10,1,900
MANCHESTER,2024-03-22Z,W,4,31,62,11,16,8,VG,3,1,1080
MANCHESTER,2024-03-22Z,W,3,29,69,12,13,7,VG,2,0,1260
HINTON AMPNER GARDEN,2024-03-18Z,SW,11,18,80,10,9,13,GO,8,3,720
HINTON AMPNER GARDEN,2024-03-18Z,SSW,11,20,81,9,11,13,GO,7,1,900
HINTON AMPNER GARDEN,2024-03-18Z,SW,10,20,86,6,11,12,GO,7,1,1080
HINTON AMPNER GARDEN,2024-03-18Z,SSW,8,20,93,29,11,11,GO,7,0,1260
HINTON AMPNER GARDEN,2024-03-19Z,SSW,8,22,91,9,9,10,GO,7,0,0
HINTON AMPNER GARDEN,2024-03-19Z,SSW,8,25,88,6,11,10,GO,7,0,180
HINTON AMPNER GARDEN,2024-03-19Z,SSW,7,22,89,13,11,10,GO,8,0,360
HINTON AMPNER GARDEN,2024-03-19Z,SSW,8,22,92,49,11,11,MO,8,1,540
HINTON AMPNER GARDEN,2024-03-19Z,SSW,9,22,88,11,13,12,MO,8,2,720
HINTON AMPNER GARDEN,2024-03-19Z,SSW,10,20,87,6,11,12,GO,7,1,900
HINTON AMPNER GARDEN,2024-03-19Z,SSW,9,16,94,12,7,11,MO,7,1,1080
HINTON AMPNER GARDEN,2024-03-19Z,S,9,11,97,15,7,10,MO,8,0,1260
HINTON AMPNER GARDEN,2024-03-20Z,S,9,13,95,10,4,10,MO,7,0,0
HINTON AMPNER GARDEN,2024-03-20Z,SSE,9,11,95,14,4,10,MO,8,0,180
HINTON AMPNER GARDEN,2024-03-20Z,SSE,9,11,95,10,4,10,MO,7,0,360
HINTON AMPNER GARDEN,2024-03-20Z,S,11,9,90,9,4,12,GO,7,1,540
HINTON AMPNER GARDEN,2024-03-20Z,SW,13,11,75,8,7,14,GO,7,2,720
HINTON AMPNER GARDEN,2024-03-20Z,W,14,9,70,8,4,15,VG,7,1,900
HINTON AMPNER GARDEN,2024-03-20Z,W,12,9,85,7,4,12,GO,7,1,1080
HINTON AMPNER GARDEN,2024-03-20Z,NW,9,11,92,1,7,10,GO,0,0,1260
HINTON AMPNER GARDEN,2024-03-21Z,NNW,7,9,95,1,4,8,GO,2,0,0
HINTON AMPNER GARDEN,2024-03-21Z,NNW,5,9,95,6,4,7,GO,7,0,180
HINTON AMPNER GARDEN,2024-03-21Z,N,5,7,97,9,4,6,GO,8,0,360
HINTON AMPNER GARDEN,2024-03-21Z,WSW,8,11,88,8,4,9,GO,8,2,540
HINTON AMPNER GARDEN,2024-03-21Z,WSW,11,20,74,4,9,12,VG,7,3,720
HINTON AMPNER GARDEN,2024-03-21Z,SW,11,22,70,4,11,13,VG,7,1,900
HINTON AMPNER GARDEN,2024-03-21Z,SW,9,18,81,5,9,11,VG,7,1,1080
HINTON AMPNER GARDEN,2024-03-21Z,SW,7,18,90,4,9,9,GO,7,0,1260
HINTON AMPNER GARDEN,2024-03-22Z,SW,6,18,90,6,9,9,GO,7,0,0
HINTON AMPNER GARDEN,2024-03-22Z,WSW,7,20,90,11,11,9,GO,8,0,180
HINTON AMPNER GARDEN,2024-03-22Z,WSW,7,18,92,15,9,9,GO,8,0,360
HINTON AMPNER GARDEN,2024-03-22Z,W,8,22,85,18,11,10,GO,8,1,540
HINTON AMPNER GARDEN,2024-03-22Z,WNW,8,25,70,18,11,11,VG,8,2,720
HINTON AMPNER GARDEN,2024-03-22Z,WNW,8,27,63,14,13,11,VG,7,1,900
HINTON AMPNER GARDEN,2024-03-22Z,W,6,22,68,7,11,9,VG,3,1,1080
HINTON AMPNER GARDEN,2024-03-22Z,W,3,22,75,3,11,6,VG,2,0,1260
EXETER,2024-03-18Z,SW,12,20,70,5,11,14,GO,7,3,720
EXETER,2024-03-18Z,SW,12,29,67,12,11,15,GO,7,2,900
EXETER,2024-03-18Z,SSW,11,18,82,18,9,13,GO,8,1,1080
EXETER,2024-03-18Z,S,10,18,85,4,9,12,GO,7,0,1260
EXETER,2024-03-19Z,S,10,22,84,5,9,11,GO,7,0,0
EXETER,2024-03-19Z,SSW,9,25,88,54,11,11,MO,8,0,180
EXETER,2024-03-19Z,SSW,10,18,92,10,7,11,GO,7,0,360
EXETER,2024-03-19Z,SW,12,16,85,5,9,13,GO,7,1,540
EXETER,2024-03-19Z,SW,13,20,68,6,11,15,GO,7,3,720
EXETER,2024-03-19Z,SSW,13,16,69,8,9,15,GO,7,1,900
EXETER,2024-03-19Z,S,11,11,88,15,7,12,GO,7,1,1080
EXETER,2024-03-19Z,S,11,11,92,18,4,12,GO,7,0,1260
EXETER,2024-03-20Z,SSE,10,11,92,13,7,11,MO,7,0,0
EXETER,2024-03-20Z,S,10,11,93,13,7,11,MO,7,0,180
EXETER,2024-03-20Z,SSE,10,9,95,12,4,11,MO,7,0,360
EXETER,2024-03-20Z,S,11,9,92,49,4,12,MO,12,1,540
EXETER,2024-03-20Z,S,13,11,81,8,7,14,GO,7,2,720
EXETER,2024-03-20Z,SSW,13,11,76,9,4,14,GO,7,1,900
EXETER,2024-03-20Z,WNW,12,11,83,3,7,13,GO,3,1,1080
